ID,X,Y
2031,-99.255556,19.372122
2032,-99.250556,19.372122
2033,-99.245556,19.372122
2034,-99.240556,19.372122
2035,-99.235556,19.372122
2036,-99.230556,19.372122
2037,-99.225556,19.372122
2038,-99.220556,19.372122
2039,-99.215556,19.372122
2040,-99.210556,19.372122
2041,-99.205556,19.372122
2042,-99.200556,19.372122
2043,-99.195556,19.372122
2044,-99.190556,19.372122
2045,-99.185556,19.372122
2046,-99.180556,19.372122
2047,-99.175556,19.372122
2048,-99.170556,19.372122
2049,-99.165556,19.372122
2050,-99.160556,19.372122
2051,-99.155556,19.372122
2052,-99.150556,19.372122
2053,-99.145556,19.372122
2054,-99.140556,19.372122
2055,-99.135556,19.372122
2056,-99.130556,19.372122
2057,-99.125556,19.372122
2058,-99.120556,19.372122
2059,-99.115556,19.372122
2060,-99.110556,19.372122
2061,-99.105556,19.372122
2062,-99.100556,19.372122
2063,-99.095556,19.372122
2064,-99.090556,19.372122
2065,-99.085556,19.372122
2066,-99.080556,19.372122
2067,-99.075556,19.372122
2068,-99.070556,19.372122
2069,-99.065556,19.372122
2070,-99.060556,19.372122
2071,-99.055556,19.372122
2072,-99.050556,19.372122
2073,-99.045556,19.372122
2074,-99.040556,19.372122
2075,-99.035556,19.372122
2076,-99.030556,19.372122
2077,-99.025556,19.372122
2078,-99.020556,19.372122
2079,-99.015556,19.372122
2080,-99.010556,19.372122
2081,-99.005556,19.372122
2082,-99.000556,19.372122
2083,-98.995556,19.372122
2084,-99.300556,19.377122
2085,-99.295556,19.377122
2086,-99.290556,19.377122
2087,-99.285556,19.377122
2088,-99.280556,19.377122
2089,-99.275556,19.377122
2090,-99.270556,19.377122
2091,-99.265556,19.377122
2092,-99.260556,19.377122
2093,-99.255556,19.377122
2094,-99.250556,19.377122
2095,-99.245556,19.377122
2096,-99.240556,19.377122
2097,-99.235556,19.377122
2098,-99.230556,19.377122
2099,-99.225556,19.377122
2100,-99.220556,19.377122
2101,-99.215556,19.377122
2102,-99.210556,19.377122
2103,-99.205556,19.377122
2104,-99.200556,19.377122
2105,-99.195556,19.377122
2106,-99.190556,19.377122
2107,-99.185556,19.377122
2108,-99.180556,19.377122
2109,-99.175556,19.377122
2110,-99.170556,19.377122
2111,-99.165556,19.377122
2112,-99.160556,19.377122
2113,-99.155556,19.377122
2114,-99.150556,19.377122
2115,-99.145556,19.377122
2116,-99.140556,19.377122
2117,-99.135556,19.377122
2118,-99.130556,19.377122
2119,-99.125556,19.377122
2120,-99.120556,19.377122
2121,-99.115556,19.377122
2122,-99.110556,19.377122
2123,-99.105556,19.377122
2124,-99.100556,19.377122
2125,-99.095556,19.377122
2126,-99.090556,19.377122
2127,-99.085556,19.377122
2128,-99.080556,19.377122
2129,-99.075556,19.377122
2130,-99.070556,19.377122
2131,-99.065556,19.377122
2132,-99.060556,19.377122
2133,-99.055556,19.377122
2134,-99.050556,19.377122
2135,-99.045556,19.377122
2136,-99.040556,19.377122
2137,-99.035556,19.377122
2138,-99.030556,19.377122
2139,-99.025556,19.377122
2140,-99.020556,19.377122
